RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_SVC_E,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_1OTHER,NOCALL_2,NOCALL_2OTHER,NOCALL_3,NOCALL_3OTHER,NOCALL_4,NOCALL_4OTHER,NOCALL_5,NOCALL_6,NOCALL_7,NOCALL_8,NOCALL_9,NOCALL_10,NOCALL_11,NOCALL_12,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q8A,Q8B,Q9,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q12A,Q12B,Q12C,Q12D,Q12E_CAM,Q13,Q14,Q15A,Q15B,Q15C,Q15D_1,Q15D_2,Q15D_3,Q15D_4,Q15D_5,Q15D_6,Q15D_7,Q15DOTHER,Q16A,Q16B,Q17A,Q17B,Q17C,Q17D,Q18A,Q18B,Q18C,Q19A,Q19B,Q20A,Q20B,Q20C,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35A,Q35B,Q35C,Q35D,Q36,Q37,Q38A,Q38B,Q38C,Q39A,Q39B,Q40A,Q40B,Q40C,Q40D,Q40E,Q40F,Q40G,Q41A,Q41B,Q41C,Q41D,Q41E,Q41F,Q41G,Q41H,Q41I,Q41J,Q41K,Q41L,Q41M_CAM,Q42A,Q42B,Q42C,Q42D,Q42E,Q42F,Q42G,Q42H,Q42I,Q42J_CAM,Q42K_CAM,Q43A,Q43B,Q44A,Q44B,Q44C,Q44D,Q44E,Q44F,Q44G,Q44H,Q44I,Q44J,Q44K,Q44L,Q44M,Q44N,Q45,Q46A,Q46B,Q46C,Q46D,Q47A,Q47B,Q47C,Q47D,Q48PT1,Q48PT1OTHER,Q48PT2,Q48PT2OTHER,Q48PT3,Q48PT3OTHER,Q49A,Q49B,Q50A,Q50B,Q50C,Q50D,Q50E,Q50F,Q50G,Q50H,Q50I,Q50J,Q50K,Q50L,Q50M,Q50N,Q50O,Q51A,Q51B,Q51C,Q51D,Q52A,Q52B,Q53A,Q53B,Q53C,Q54A,Q54B,Q54C,Q55A,Q55B,Q55C,Q55D,Q55E,Q56,Q57A,Q57B,Q57C,Q57D,Q57E,Q58A,Q58B,Q58C,Q58D,Q59A,Q59B,Q59C,Q59D,Q59E,Q59F,Q60,Q61,Q62,Q63,Q64A,Q64B,Q65A,Q65B,Q65C,Q65D,Q66,Q67,Q68,Q69A,Q69AOther,Q69B,Q70A,Q70B,Q70C,Q70D,Q70E,Q70F,Q70G,Q70H,Q71,Q71Other,Q72A,Q72B,Q73,Q74,Q75,Q76A_CAM,Q76B_CAM,Q77_CAM,Q78_CAM,Q79A_CAM,Q79B_CAM,Q79C_CAM,Q79D_CAM,Q80A_CAM,Q80B_CAM,Q80C_CAM,Q80D_CAM,Q80E_CAM,Q80F_CAM,Q80G_CAM,Q80H_CAM,Q80I_CAM,Q81,Q81OTHER,Q82A,Q82B,Q82C,Q82D,Q83,Q84A,Q84B,Q84C,Q85,Q86A,Q86B,Q86C,Q86D,Q86E,Q87A,Q87B,Q87C,Q87D,Q87E,Q88,Q89A,Q89B,Q90,COV1,COV2,COV3,COV4,COV5,COV6,COV7,COV8,COV9,COV10,COV11,COV12,COV13,COV14,COV15,COV16,COV17,COV18,COV19,COV20,COV21,COV22,COV23,COV24,Q91A,Q91B,Q91BOTHER,Q92A,Q92B,Q92C,Q92D,Q92E,Q92F,Q92G,Q92H,Q92I,Q93A,Q93B,Q94A,Q94B,Q94C,Q94D,Q94E,Q95A,Q95B,Q95C,Q95COTHER,Q95D,Q96A,Q96B,Q96C,Q97,Q98A,Q98B,Q99,Q99OTHER,Q100,ENDTIME,LENGTH,Q101,Q102,Q103,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q116Other,Q117,Q117Other,Q118,Q119_1,Q119_2,Q119_3,Q119_4,Q119_5,Q119_6,Q119OTHER,withinwt_ea,withinwt_hh
CAM1105,2,1225,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,6,1,05.03.21,10:17,58,1250,,2,2,1,2,4,4,3,2,3,3,3,3,2,1,3,3,4,1,3,1,3,2,3,2,3,3,4,0,0,0,9997,9997,9997,9997,9997,9997,9997,,2,0,1,2,1,2,0,1,4,2,2,4,3,4,3,2,3,3,2,94,94,3,3,3,94,3,3,2,0,997,0,997,3,3,1,1,2,5,3,1,0,1,0,2,0,2,3,2,3,1,3,1,2,1,3,2,3,2,2,3,2,2,3,1,3,1,3,3,1,3,2,1,1,2,2,0,7,7,0,7,7,0,7,7,0,7,2,2,2,1,3,94,4,4,2,14,,16,,1220,,2,3,4,2,3,2,4,2,4,4,3,2,4,3,3,3,4,3,2,2,3,94,2,0,2,2,0,1,0,3,3,0,0,0,9,2,1,0,0,94,4,4,4,4,0,7,7,7,7,7,3,3,2,3,2,2,0,7,7,7,3,3,2,3,,2,5,5,4,1,5,5,4,4,2,,0,7,2,1,2,4,4,2,2,4,2,4,2,2,1,1,1,1,1,1,1,4,1253,,1,4,1,1,0,1,2,0,3,4,4,1,1,94,3,2,3,3,3,3,2,94,3,3,2,2,94,4,4,94,4,2,0,3,2,3,3,2,2,3,1,2,3,4,2,4,3,0,9997,,0,0,0,0,0,1,7,2,0,5,0,0,7,0,97,7,0,7,3,,1,1,1,97,0,0,7,1220,,1,11:25,67,1,1,2,2,4,2,0,0,0,0,0,4,1,1,2,2,1,2,CAM29,28,1,2,1220,,9995,PEULH,8,2,9996,9996,9996,9996,9996,,0.85181477,1.23900331
CAM1106,2,1225,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,4,1,05.03.21,10:19,25,1250,,2,4,3,0,1,4,3,3,3,2,3,1,1,1,2,4,3,3,2,0,0,0,0,0,0,0,4,0,0,0,9997,9997,9997,9997,9997,9997,9997,,9,0,9,0,0,3,0,0,4,4,4,2,5,2,3,1,1,1,3,94,94,4,4,3,94,3,4,1,1,50,1,70,3,3,0,0,0,1,1,1,0,0,3,1,0,0,2,1,2,2,2,1,1,1,1,1,2,3,1,2,2,2,1,2,2,3,1,1,3,2,1,1,0,7,7,0,7,7,0,7,7,0,7,7,1,0,4,3,3,3,3,94,5,2,0,13,,14,,8,,1,1,1,2,2,9,3,4,2,1,2,3,2,1,2,2,3,3,2,2,3,94,2,3,2,1,0,0,0,2,0,2,0,0,2,1,1,1,9,94,4,4,5,5,1,5,9,9,9,4,1,4,3,4,4,1,9,7,7,7,3,4,1,3,,9,5,5,9,4,4,3,3,9,1,,1,5,4,4,3,4,5,2,9,4,4,4,4,1,3,2,3,1,1,3,4,3,1253,,1,2,1,1,1,2,0,1,4,5,5,1,5,94,2,4,3,4,5,2,1,94,2,4,2,2,94,4,3,94,4,1,0,2,2,3,2,1,2,4,4,1,1,4,5,4,2,1,1220,,2,0,0,0,0,2,0,4,0,4,3,0,7,0,97,7,1,7,3,,1,1,4,3,3,1,0,1220,,8,11:46,87,1,1,2,2,4,4,0,0,0,0,0,4,1,1,1,3,2,1,CAM28,29,1,2,2,,1259,,8,2,1220,1259,9996,9996,9996,,0.85181477,0.82600220
CAM1107,2,1225,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,3,1,05.03.21,10:22,29,1250,,2,4,1,0,4,4,2,3,1,1,1,1,0,0,4,4,4,1,1,1,0,0,0,0,0,3,4,0,0,0,9997,9997,9997,9997,9997,9997,9997,,2,0,0,0,0,3,0,0,4,2,3,4,4,5,3,3,2,3,4,94,94,3,3,2,94,2,2,2,1,35,1,80,4,4,0,0,0,4,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,7,7,1,2,0,0,7,7,0,7,7,2,1,2,3,3,3,2,94,5,5,0,7,,16,,20,,4,1,3,3,2,3,2,3,2,3,3,3,2,1,3,3,3,3,3,3,3,94,3,2,2,9,0,0,0,1,1,0,0,0,3,0,0,0,9,94,4,4,4,4,1,4,4,4,4,4,2,3,2,2,3,3,9,7,7,7,3,3,4,9999,,9,4,4,4,3,3,3,3,3,2,,0,7,4,4,3,3,4,2,9,4,4,4,4,1,1,1,1,1,1,1,1,1,1253,,0,3,1,1,0,0,0,0,4,5,5,1,4,94,2,2,1,2,4,2,2,94,2,3,2,2,94,3,4,94,4,2,0,2,3,3,2,2,2,3,2,3,2,4,4,4,4,0,9997,,0,0,0,0,0,1,7,1,0,4,0,0,7,0,97,7,1,7,3,,1,1,3,3,2,0,7,9999,,8,11:44,82,1,1,2,2,4,1,1,0,0,0,0,3,1,1,1,1,1,1,CAM25,29,1,2,1243,,9995,GUIDAR,9,2,1220,9996,9996,9996,9996,,0.85181477,0.61950165
CAM1108,2,1225,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,2,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,2,1,05.03.21,11:25,26,1250,,1,4,2,1,3,4,2,2,4,2,4,0,0,0,1,2,4,2,3,0,0,0,0,0,0,0,3,0,0,0,9997,9997,9997,9997,9997,9997,9997,,0,0,0,0,1,1,0,0,4,2,3,4,2,2,2,2,3,4,3,94,94,4,3,3,94,4,3,3,0,997,0,997,2,1,2,2,1,4,4,3,2,2,2,1,1,1,1,1,2,2,2,1,1,3,1,3,1,2,1,1,2,2,3,3,2,2,1,1,3,2,3,0,0,7,7,0,7,7,0,7,7,0,7,7,1,0,3,3,3,4,2,94,2,3,2,14,,16,,19,,5,4,2,3,3,4,1,3,2,2,3,2,2,3,3,3,2,3,2,2,3,94,1,1,0,0,0,0,0,2,0,0,0,0,2,2,3,3,9,94,4,4,4,4,1,3,5,4,2,2,2,3,2,2,3,3,0,7,7,7,3,3,4,1,,2,3,4,2,3,4,4,4,5,2,,0,7,2,3,3,5,4,2,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1253,,2,3,1,1,0,1,0,1,3,1,3,1,9,94,4,1,4,4,2,2,4,94,2,2,2,2,94,2,4,94,4,4,1,2,3,4,3,1,3,3,1,3,5,5,5,5,2,0,9997,,2,1,0,0,0,1,7,2,0,6,1,0,7,0,97,7,0,7,0,,7,2,2,4,0,1,0,9998,,1,14:20,175,2,1,2,1,1,1,0,0,0,0,0,4,1,2,1,2,2,1,CAM30,23,1,2,1220,,9995,PEULH,8,2,1220,9996,9996,9996,9996,,0.62332799,0.24324995
CAM1109,2,1225,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,2,1,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,1,1,05.03.21,11:31,42,1250,,2,5,4,1,4,5,0,0,2,0,1,0,2,1,4,4,4,3,4,0,0,1,2,3,0,3,4,1,0,0,9997,9997,9997,9997,9997,9997,9997,,0,3,0,0,0,1,0,1,4,1,4,5,5,1,3,1,1,1,4,94,94,1,1,4,94,4,4,4,1,35,9,997,4,4,0,2,3,5,5,1,1,1,2,1,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,2,1,1,2,1,1,1,2,1,3,1,1,3,0,1,4,2,1,3,0,1,3,1,2,0,1,2,9,5,5,94,1,4,3,13,,9995,PROBLÈME DE CULTURE TRADITIONNELLE,16,,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,94,4,1,3,0,1,0,2,4,3,0,0,0,3,2,3,2,3,94,5,5,5,5,1,4,1,1,1,5,1,4,2,4,4,4,0,7,7,7,3,4,1,7,,2,5,5,5,5,5,4,4,4,2,,1,1,4,1,5,5,5,4,4,4,4,4,4,1,4,1,1,1,1,3,1,2,1253,,1,5,1,1,1,1,1,0,4,5,5,1,4,94,4,4,1,3,5,3,4,94,1,4,2,2,94,4,5,94,5,5,1,3,2,3,2,2,4,2,5,4,5,5,5,5,4,1,1220,,2,2,2,0,2,2,1,4,3,4,1,1,2,1,2,1,2,1,11,,4,1,1,97,9,2,1,1220,,1,14:35,184,1,1,2,2,1,1,0,0,0,0,0,4,1,1,1,1,3,1,CAM24,26,1,1,1259,,1259,,7,2,1220,1259,9995,9996,9996,LAKA,0.62332799,0.12162497
CAM1110,2,1225,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,2,1,05.03.21,11:37,40,1250,,2,2,4,1,2,3,2,2,3,1,3,3,2,1,4,4,4,2,3,1,2,1,2,1,2,3,4,1,1,0,9997,9997,9997,9997,9997,9997,9997,,1,1,1,0,2,1,1,0,3,2,2,4,2,4,3,2,2,3,2,94,94,1,2,2,94,3,3,2,0,997,1,80,4,3,2,2,3,4,2,1,2,1,1,2,0,2,3,2,2,3,2,2,3,2,3,1,3,2,3,2,1,2,1,2,1,2,3,2,1,3,2,1,0,7,7,0,7,7,0,7,7,1,1,0,0,7,1,2,2,3,4,94,4,2,1,17,,16,,7,,1,2,2,3,2,4,2,4,2,3,3,4,3,2,4,3,3,3,2,3,3,94,1,1,2,1,0,0,0,0,0,0,0,0,9,1,2,2,9,94,4,2,4,4,0,7,7,7,7,7,2,3,2,3,3,2,0,7,7,7,4,4,3,2,,2,4,4,3,4,3,4,4,5,2,,0,7,2,4,3,2,4,2,3,4,4,4,4,1,2,1,2,4,2,4,4,4,1253,,2,4,1,1,0,2,1,2,2,3,3,3,3,94,3,2,3,2,4,3,3,94,3,2,2,2,94,4,5,94,2,2,1,4,3,2,3,2,3,3,1,1,2,4,3,4,2,0,9997,,2,0,0,0,0,1,7,0,0,6,0,0,7,0,97,7,0,7,3,,1,3,2,3,2,8,1,1220,,1,13:09,91,2,1,2,2,4,5,0,0,0,0,0,4,1,1,1,1,1,1,CAM29,28,1,2,1220,,9995,PEULH,8,2,9996,9996,9996,9996,9996,,0.85181477,0.41300110
CAM1111,2,1225,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,4,1,05.03.21,11:55,52,1250,,2,4,2,0,3,3,2,3,3,3,4,0,0,0,4,4,4,1,1,1,0,0,0,0,0,0,4,0,0,0,9997,9997,9997,9997,9997,9997,9997,,9,0,0,0,0,3,0,0,4,1,1,2,2,2,2,4,4,2,1,94,94,3,4,4,94,4,2,1,1,30,1,75,3,4,0,0,2,4,3,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,0,0,7,7,1,3,0,0,7,7,0,7,7,0,7,2,3,3,9,3,94,3,3,1,17,,13,,20,,1,1,1,3,3,3,3,3,3,3,1,1,1,1,3,3,3,1,2,2,2,94,9,1,1,2,0,0,0,1,0,0,0,0,3,0,0,0,0,94,4,9,5,5,0,7,7,7,7,7,9,4,2,4,2,3,9,7,7,7,4,3,3,3,,9,9,3,9,3,3,3,3,3,2,,0,7,2,3,3,4,4,4,9,4,4,4,4,1,2,1,2,1,2,2,1,2,1253,,0,4,1,7,1,0,0,0,4,5,5,8,5,94,2,2,2,2,4,3,2,94,3,3,1,1,94,4,4,94,3,2,1,2,3,3,2,3,3,3,2,1,2,4,4,4,3,0,9997,,0,0,0,0,0,1,7,1,0,4,0,0,7,0,97,7,0,7,2,,7,1,2,3,0,6,0,1220,,8,13:19,84,2,1,1220,2,4,3,0,0,0,0,0,3,1,2,1,1,2,1,CAM25,29,1,2,1243,,9995,GUIDAR,9,2,1220,9996,9996,9996,9996,,0.85181477,0.82600220
CAM1112,2,1225,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,7,1,05.03.21,11:56,55,1250,,2,4,4,1,4,4,1,2,2,1,3,1,0,1,3,3,3,3,3,0,1,1,0,3,0,3,4,1,1,1,1220,1222,9996,9996,9996,9996,9996,,1,0,1,2,0,3,0,0,3,2,3,2,2,2,3,2,1,2,3,94,94,3,2,3,94,3,2,2,1,28,1,65,3,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,2,2,1,1,1,2,1,3,3,3,1,1,3,1,1,1,1,2,0,1,2,0,0,7,7,0,7,7,1,1,2,3,3,2,4,94,2,2,1,13,,17,,23,,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,94,1,0,0,2,0,0,0,1,0,0,0,0,1,2,2,3,3,94,2,2,2,2,1,4,4,4,2,4,2,2,2,2,3,2,1,1,1,1,2,2,2,5,,3,3,5,3,2,5,4,4,4,2,,1,4,2,2,2,4,4,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1253,,0,3,1,1,0,0,0,0,3,5,5,1,4,94,3,2,3,2,3,3,2,94,2,4,2,2,94,2,2,94,1,1,0,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1220,,0,0,0,0,0,2,0,4,0,4,0,0,7,0,97,7,0,7,3,,1,1,1,97,4,1,0,1220,,1,13:15,79,1,1,2,2,4,1,0,0,0,0,0,4,1,1,1,1,1,1,CAM31,41,1,1,1259,,1259,,9,2,1220,1259,9996,9996,9996,,0.85181477,1.44550386
CAM1113,2,1225,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,2,1,05.03.21,11:59,35,1250,,2,4,4,1,4,4,3,3,3,1,3,1,2,1,3,3,4,4,1,0,0,0,0,0,0,3,4,0,0,0,9997,9997,9997,9997,9997,9997,9997,,9,0,0,0,1,3,0,0,4,3,1,1,1,1,3,1,1,1,4,94,94,4,1,3,94,1,4,1,1,40,0,997,3,3,0,0,0,1,1,3,1,2,3,0,0,0,3,3,2,3,3,1,3,3,3,3,3,3,3,1,1,1,1,2,2,1,1,1,1,1,4,1,0,7,7,1,2,0,0,7,7,0,7,7,0,7,3,4,4,4,9,94,5,1,3,17,,7,,3,,1,3,3,3,2,1,2,4,3,2,1,2,2,1,3,1,3,3,2,2,4,94,1,0,1,0,0,1,0,0,0,0,0,0,2,0,3,0,9,94,4,2,4,4,0,7,7,7,7,7,9,1,2,1,1,1,9,7,7,7,1,4,1,1,,9,4,5,4,4,5,4,5,4,1,,0,7,4,4,4,5,4,4,3,4,4,4,4,1,1,1,1,1,1,8,2,1,1253,,0,3,1,1,1,1,0,2,4,5,5,1,3,94,2,2,1,2,3,3,4,94,3,4,2,2,94,4,4,94,2,3,0,1,3,3,2,9,2,2,2,2,4,4,4,2,3,0,9997,,1,0,0,0,0,1,7,0,0,4,2,0,7,0,97,7,0,7,2,,7,3,2,3,2,0,7,9999,,8,13:23,84,2,1,2,2,4,4,0,0,0,0,0,4,2,2,1,2,3,1,CAM28,29,1,2,2,,1259,,8,2,1220,1259,9996,9996,9996,,0.85181477,0.41300110
CAM1114,1,1224,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,4,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,2,1,05.03.21,12:03,30,1248,,1,2,2,0,3,4,1,1,1,0,2,0,0,0,4,4,4,3,3,0,0,0,0,1,0,3,4,1,0,0,9997,9997,9997,9997,9997,9997,9997,,0,2,0,0,0,3,0,0,4,3,3,4,2,2,1,2,2,2,3,94,94,3,3,3,94,3,2,3,0,997,0,997,4,4,0,0,1,2,4,0,0,0,2,2,2,0,3,3,3,3,3,0,3,3,1,1,3,3,3,0,1,1,1,1,1,2,0,0,1,0,3,1,0,7,7,0,7,7,0,7,7,0,7,7,1,0,3,3,3,4,9,94,4,2,2,16,,20,,14,,1,5,3,3,3,2,2,3,1,2,3,3,2,1,2,2,3,3,2,2,3,94,1,2,2,0,0,0,0,3,0,0,0,0,3,0,2,2,9,94,5,4,5,5,0,7,7,7,7,7,9,3,2,2,3,3,0,7,7,7,3,2,2,7,,0,4,4,4,4,4,4,4,4,2,,1,4,2,3,2,4,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1245,,0,5,1,1,1,0,0,0,4,5,5,1,3,94,4,2,1,4,4,3,3,94,3,2,2,2,94,4,4,94,4,1,0,1,3,3,2,2,2,2,1,1,2,4,4,4,4,0,9997,,2,0,0,0,0,0,7,0,0,8,3,0,7,0,97,7,0,7,3,,1,2,2,3,2,1,0,9997,,1,13:36,94,2,1,2,3,4,2,0,0,0,0,0,4,1,1,1,1,1,1,CAM08,25,2,2,1222,,1222,,8,1,2,1222,9996,9996,9996,,0.94746270,0.47373135
CAM1115,1,1224,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,4,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,9,1,05.03.21,12:03,24,1248,,2,4,2,3,4,3,0,0,0,0,4,0,0,0,4,4,4,4,4,1,1,0,2,3,0,3,4,1,1,1,1220,9996,9996,9996,9996,9996,9996,,0,3,0,2,3,3,0,0,4,1,3,5,1,5,1,2,1,2,2,94,94,4,4,4,94,4,2,3,0,997,0,997,4,4,0,1,3,2,2,0,0,0,0,2,0,0,3,3,3,3,3,0,3,3,3,3,3,0,3,0,0,1,0,2,0,0,0,3,0,0,5,0,0,7,7,0,7,7,0,7,7,0,7,7,1,1,2,9,9,9,9,94,5,5,0,19,,4,,14,,3,0,2,1,1,4,1,4,1,1,1,2,1,1,4,1,1,4,4,4,4,94,3,3,3,0,2,0,0,3,0,0,0,0,3,0,0,0,0,94,5,5,5,5,0,7,7,7,7,7,5,1,2,2,3,3,0,7,7,7,2,4,1,7,,3,8,5,8,8,5,8,5,8,2,,0,7,3,1,3,5,5,2,3,4,4,4,4,1,1,1,3,4,1,9,2,4,1245,,0,5,1,1,0,0,0,0,4,5,5,1,1,94,4,4,4,4,4,3,1,94,3,2,2,2,94,5,1,94,1,1,1,2,9,3,4,3,4,4,3,1,1,4,1,4,1,1,1220,,1,0,0,0,0,0,7,0,0,8,2,0,7,0,97,7,0,7,3,,1,1,12,3,2,25,0,1220,,8,13:37,94,2,1,2,3,4,4,0,0,0,0,0,3,1,1,1,1,1,1,CAM13,31,2,2,1222,,1222,,6,2,1222,1237,9996,9996,9996,,0.94746270,2.13179107
CAM1116,1,1224,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,4,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,1,2,1,05.03.21,12:05,40,2222,,2,4,4,2,3,3,1,0,0,0,2,0,0,0,3,3,3,4,4,0,0,0,0,0,0,0,4,1,0,0,9997,9997,9997,9997,9997,9997,9997,,0,1,0,1,2,3,0,0,4,2,2,4,3,3,2,2,2,2,2,94,94,2,3,2,94,2,3,3,0,997,0,997,4,3,1,1,3,2,2,0,0,0,0,1,1,1,3,3,3,2,3,0,3,3,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,4,0,0,7,7,0,7,7,0,7,7,0,7,7,2,0,4,9,3,3,3,94,4,4,1,20,,14,,16,,5,2,9,3,9,3,3,3,3,1,2,3,1,1,3,3,9,3,3,3,3,94,1,2,2,1,0,0,0,4,1,0,0,0,2,2,2,2,9,94,4,4,4,4,1,4,4,4,4,3,9,2,1,2,2,2,0,7,7,7,2,3,2,3,,9,4,4,4,5,5,5,5,5,2,,0,7,2,2,2,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2225,,1,4,1,1,0,0,0,0,2,3,3,1,3,94,3,3,3,3,3,3,1,94,3,3,2,2,94,2,2,94,4,4,0,3,1,1,2,1,2,3,3,3,2,3,3,3,1,1,1220,,2,0,0,0,0,2,0,4,0,4,2,0,7,0,97,7,0,7,3,,2,1,1,97,2,1,0,1220,,8,13:42,97,1,1,2,3,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CAM12,31,1,2,1230,,1230,,9,2,9996,9996,9996,9996,9996,,0.94746270,0.47373135
CAM1117,1,1224,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,4,9997,,9997,,9997,,9997,,9997,9997,9997,9997,9997,9997,9997,9997,2,2,1,05.03.21,12:07,23,1242,,1,2,3,0,3,3,2,0,2,1,1,1,0,0,4,3,4,1,0,0,0,0,0,2,0,0,4,0,0,0,9997,9997,9997,9997,9997,9997,9997,,1,0,0,0,0,3,0,0,4,3,4,2,4,4,3,2,5,2,4,94,94,1,3,3,94,4,4,2,1,35,1,82,4,3,0,0,2,4,4,0,0,0,3,1,1,2,3,3,3,1,3,0,3,3,1,1,3,1,1,0,0,1,0,0,1,0,0,0,1,0,4,1,1,2,0,1,2,0,0,7,7,0,7,7,1,0,2,2,4,3,3,94,2,4,2,17,,16,,9996,,3,3,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,3,3,3,3,94,1,3,3,2,0,0,0,2,3,2,3,4,1,0,0,2,3,94,4,4,4,4,1,4,4,4,4,3,2,4,7,2,3,3,9,7,7,7,4,3,2,7,,3,4,4,4,4,4,4,4,5,1,,1,3,3,3,3,4,4,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1227,,0,5,1,1,0,0,0,0,3,4,5,1,3,94,4,4,4,4,3,3,4,94,2,4,2,2,94,2,4,94,4,1,0,1,3,4,1,1,1,1,1,2,4,4,4,4,4,0,9997,,2,2,0,2,0,2,0,4,0,4,3,1,2,1,3,1,1,7,1,,7,3,2,7,4,2,1,1220,,1,13:55,107,2,1,2,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CAM14,52,2,2,1234,,1234,,9,2,9996,9996,9996,9996,9996,,0.94746270,0.47373135
